title,artist,genre
Vowels (and the Importance of Being Me),HUNNY,pop
Sweet Disaster,DREAMERS,pop
Reforget,Lauv,pop
Trouble,Cage The Elephant,pop
Drive,Oh Wonder,pop
Electric Love,BØRNS,pop
First,Cold War Kids,pop
Pumped Up Kicks,Foster The People,pop
Kids,MGMT,pop
Fluorescent Adolescent,Arctic Monkeys,pop
Midnight City,M83,pop
Silvertongue,Young the Giant,pop
Sheep,Mt. Joy,pop
Painting (Masterpiece),Lewis Del Mar,pop
Times Like These,Eden Project,pop
My Thoughts on You,The Band CAMINO,pop
Oceans,Seafret,pop
Habits of My Heart - EP Version,Jaymes Young,pop
Down,Brandyn Burnette,pop
She Said,Sundara Karma,pop
Fangs,Night Riots,pop
Love Is Mystical,Cold War Kids,pop
My Body,Young the Giant,pop
Good Morning,Grouplove,pop
Welcome To Your Life,Grouplove,pop
Electric Feel,MGMT,pop
Take Me Out,Franz Ferdinand,pop
Painkiller,DREAMERS,pop
Feels Like Summer,Weezer,pop
Island In The Sun,Weezer,pop
Cold Cold Cold,Cage The Elephant,pop
Sweater Weather,The Neighbourhood,pop
Kamikaze,WALK THE MOON,pop
Wish I Knew You,The Revivalists,pop
Pleaser,Wallows,pop
Something To Believe In,Young the Giant,pop
Favorite Liar,The Wrecks,pop
Can't Stop Your Lovin',Poolside,pop
Everything's Gonna Be Alright,Mike Mains & The Branches,pop
Endless Summer,Mike Mains & The Branches,pop
Live Forever,Mike Mains & The Branches,pop
Marijuana Breath,Adam Jensen,pop
Breezeblocks,alt-J,pop
I Don't Know My Name,Grace VanderWaal,pop
Cut to Black,Lemaitre,pop
Blue Shift,Lemaitre,pop
The Friendly Sound,Lemaitre,pop
Something Good Can Work (The Twelves Remix),Two Door Cinema Club,pop
Lisztomania,Phoenix,pop
Too Young,Phoenix,pop
C O O L - Radio Edit,Le Youth,pop
Sweetness Alive (feat. S L L),Goldroom,pop
Cherry,Chromatics,pop
Ghost - Oliver Nelson Remix,Ella Henderson,pop
The Mother We Share,CHVRCHES,pop
Feel It All Around,Washed Out,pop
Talk Is Cheap,Nick Murphy / Chet Faker,pop
Release Your Problems,Nick Murphy / Chet Faker,pop
Gooey,Glass Animals,pop
Embrace,Goldroom,pop
Shine (Kygo Remix),Benjamin Francis Leftwich,pop
Uma,Panama Wedding,pop
Name & Number,Shift K3Y,pop
Sexual Healing - Kygo Remix,Marvin Gaye,pop
Sea Of Voices - RAC Mix,Porter Robinson,pop
2Shy,Shura,pop
Indecision,Shura,pop
Cool Like Me,Fryars,pop
push pull,Purity Ring,pop
So Cruel,Young Empires,pop
Do It,Tuxedo,pop
Come Alive (feat. Toro y Moi),Chromeo,pop
All Cried Out (feat. Alex Newell) - Oliver Nelson Remix,Blonde,pop
Youth,Ben Khan,pop
At Your Touch,Joe Hertz,pop
Body Suit,Banoffee,pop
Hurt Me (2015),Låpsley,pop
On Fire,Carmada,pop
Walk Away,LANY,pop
Indiana,Tom Aspaul,pop
Stone,JOY.,pop
Deadwater,Wet,pop
Sober,Elli Ingram,pop
Ghost - Lost Kings Remix,Halsey,pop
Lost (Lenno Remix),Scavenger Hunt,pop
Infinite High,Panama Wedding,pop
Halfway To Heaven,Panama Wedding,pop
Look the Other Way,DWNTWN,pop
WILD,Troye Sivan,pop
UGH!,The 1975,pop
Not Going Home,Great Good Fine Ok,pop
You're the One for Me,Great Good Fine Ok,pop
Hold On We're Going Home,ASTR,pop
Warm Water - Snakehips Remix,BANKS,pop
Looking For Sunshine - Original Mix,Yeah Boy,pop
Cool Blue,The Japanese House,pop
Runaway - Maths Time Joy Remix,Electric Youth,pop
Blind Spot,Darkly,pop
Feels Like Home - Radio Edit,The Him,pop
Spark,Kasket Club,pop
Circles,machineheart,pop
Edge of the Night,Wonderful Humans,pop
Calling Me,Aquilo,pop
